 Time (GMT), Time (LCT at India Standard Time),Reservoir Level (m msl),Reservoir Capacity  (mcm),Reservoir Area(KM2),Spillway DISCHARGE (M3/S)
10:00.0, 30-Oct-2022 22:40:00.000,437.5620117,711.2249756,24.03000069,0
20:00.0, 30-Oct-2022 22:50:00.000,437.5679932,711.375,24.03000069,0
30:00.0, 30-Oct-2022 23:00:00.000,437.571991,711.5,24.03000069,0
40:00.0, 30-Oct-2022 23:10:00.000,437.5750122,711.5750122,24.03000069,0
50:00.0, 30-Oct-2022 23:20:00.000,437.5769958,711.625,24.03000069,0
00:00.0, 30-Oct-2022 23:30:00.000,437.5780029,711.6749878,24.03000069,0
10:00.0, 30-Oct-2022 23:40:00.000,437.57901,711.6749878,24.03000069,0
20:00.0, 30-Oct-2022 23:50:00.000,437.5820007,711.75,24.04000092,0
30:00.0, 31-Oct-2022 00:00:00.000,437.5859985,711.8499756,24.04000092,0
40:00.0, 31-Oct-2022 00:10:00.000,437.5889893,711.9249878,24.04000092,0
50:00.0, 31-Oct-2022 00:20:00.000,437.5950012,712.0499878,24.04000092,0
00:00.0, 31-Oct-2022 00:30:00.000,437.598999,712.1749878,24.04000092,0
10:00.0, 31-Oct-2022 00:40:00.000,437.6019897,712.2479858,24.04999924,0
20:00.0, 31-Oct-2022 00:50:00.000,437.6069946,712.367981,24.04999924,0
30:00.0, 31-Oct-2022 01:00:00.000,437.6099854,712.4400024,24.04999924,0
40:00.0, 31-Oct-2022 01:10:00.000,437.6140137,712.5360107,24.04999924,0
50:00.0, 31-Oct-2022 01:20:00.000,437.618988,712.6560059,24.04999924,0
00:00.0, 31-Oct-2022 01:30:00.000,437.6229858,712.7520142,24.05999947,0
10:00.0, 31-Oct-2022 01:40:00.000,437.6279907,712.8720093,24.05999947,0
20:00.0, 31-Oct-2022 01:50:00.000,437.6329956,712.9920044,24.05999947,0
30:00.0, 31-Oct-2022 02:00:00.000,437.6380005,713.1119995,24.05999947,0
40:00.0, 31-Oct-2022 02:10:00.000,437.6430054,713.2319946,24.06999969,0
50:00.0, 31-Oct-2022 02:20:00.000,437.6470032,713.3280029,24.06999969,0
00:00.0, 31-Oct-2022 02:30:00.000,437.6520081,713.4240112,24.06999969,0
10:00.0, 31-Oct-2022 02:40:00.000,437.6549988,713.5200195,24.06999969,0
20:00.0, 31-Oct-2022 02:50:00.000,437.6600037,713.6400146,24.07999992,0
30:00.0, 31-Oct-2022 03:00:00.000,437.6650085,713.7600098,24.07999992,0
40:00.0, 31-Oct-2022 03:10:00.000,437.67099,713.8800049,24.07999992,0
50:00.0, 31-Oct-2022 03:20:00.000,437.6749878,714,24.07999992,0
00:00.0, 31-Oct-2022 03:30:00.000,437.6799927,714.0960083,24.07999992,0
10:00.0, 31-Oct-2022 03:40:00.000,437.6839905,714.2160034,24.09000015,0
20:00.0, 31-Oct-2022 03:50:00.000,437.6889954,714.3359985,24.09000015,0
30:00.0, 31-Oct-2022 04:00:00.000,437.6929932,714.4320068,24.09000015,0
40:00.0, 31-Oct-2022 04:10:00.000,437.696991,714.5280151,24.09000015,0
50:00.0, 31-Oct-2022 04:20:00.000,437.7009888,714.625,24.10000038,0
00:00.0, 31-Oct-2022 04:30:00.000,437.7019958,714.6500244,24.10000038,0
10:00.0, 31-Oct-2022 04:40:00.000,437.7049866,714.7249756,24.10000038,0
20:00.0, 31-Oct-2022 04:50:00.000,437.7059937,714.75,24.10000038,0
30:00.0, 31-Oct-2022 05:00:00.000,437.7090149,714.8250122,24.10000038,0
40:00.0, 31-Oct-2022 05:10:00.000,437.7120056,714.9000244,24.10000038,0
50:00.0, 31-Oct-2022 05:20:00.000,437.7139893,714.9500122,24.10000038,0
00:00.0, 31-Oct-2022 05:30:00.000,437.7149963,714.9749756,24.10000038,0
10:00.0, 31-Oct-2022 05:40:00.000,437.7160034,715,24.10000038,0
20:00.0, 31-Oct-2022 05:50:00.000,437.7179871,715.0499878,24.10000038,0
30:00.0, 31-Oct-2022 06:00:00.000,437.7179871,715.0499878,24.10000038,0
40:00.0, 31-Oct-2022 06:10:00.000,437.7179871,715.0499878,24.10000038,0
50:00.0, 31-Oct-2022 06:20:00.000,437.7170105,715.0250244,24.10000038,0
00:00.0, 31-Oct-2022 06:30:00.000,437.7160034,715.0250244,24.10000038,0
10:00.0, 31-Oct-2022 06:40:00.000,437.7170105,715.0250244,24.10000038,0
20:00.0, 31-Oct-2022 06:50:00.000,437.7170105,715.0250244,24.10000038,0
30:00.0, 31-Oct-2022 07:00:00.000,437.7179871,715.0499878,24.10000038,0
40:00.0, 31-Oct-2022 07:10:00.000,437.7210083,715.125,24.11000061,0
50:00.0, 31-Oct-2022 07:20:00.000,437.7229919,715.1749878,24.11000061,0
00:00.0, 31-Oct-2022 07:30:00.000,437.7250061,715.2249756,24.11000061,0
10:00.0, 31-Oct-2022 07:40:00.000,437.7260132,715.25,24.11000061,0
20:00.0, 31-Oct-2022 07:50:00.000,437.7269897,715.2750244,24.11000061,0
30:00.0, 31-Oct-2022 08:00:00.000,437.7290039,715.3250122,24.11000061,0
40:00.0, 31-Oct-2022 08:10:00.000,437.7309875,715.375,24.11000061,0
50:00.0, 31-Oct-2022 08:20:00.000,437.7319946,715.4000244,24.11000061,0
00:00.0, 31-Oct-2022 08:30:00.000,437.7330017,715.4249878,24.11000061,0
10:00.0, 31-Oct-2022 08:40:00.000,437.7330017,715.4249878,24.11000061,0
20:00.0, 31-Oct-2022 08:50:00.000,437.7319946,715.4000244,24.11000061,0
30:00.0, 31-Oct-2022 09:00:00.000,437.7349854,715.4749756,24.11000061,0
40:00.0, 31-Oct-2022 09:10:00.000,437.7340088,715.4500122,24.11000061,0
50:00.0, 31-Oct-2022 09:20:00.000,437.7349854,715.4749756,24.11000061,0
00:00.0, 31-Oct-2022 09:30:00.000,437.7369995,715.5250244,24.11000061,0
10:00.0, 31-Oct-2022 09:40:00.000,437.7380066,715.5499878,24.11000061,0
20:00.0, 31-Oct-2022 09:50:00.000,437.7409973,715.625,24.12000084,0
30:00.0, 31-Oct-2022 10:00:00.000,437.7380066,715.5750122,24.11000061,0
40:00.0, 31-Oct-2022 10:10:00.000,437.7390137,715.5750122,24.11000061,0
50:00.0, 31-Oct-2022 10:20:00.000,437.7399902,715.5999756,24.12000084,0
00:00.0, 31-Oct-2022 10:30:00.000,437.7369995,715.5250244,24.11000061,0
10:00.0, 31-Oct-2022 10:40:00.000,437.7380066,715.5499878,24.11000061,0
20:00.0, 31-Oct-2022 10:50:00.000,437.7409973,715.625,24.12000084,0
30:00.0, 31-Oct-2022 11:00:00.000,437.7409973,715.5999756,24.12000084,0
40:00.0, 31-Oct-2022 11:10:00.000,437.7420044,715.6500244,24.12000084,0
50:00.0, 31-Oct-2022 11:20:00.000,437.7420044,715.6500244,24.12000084,0
00:00.0, 31-Oct-2022 11:30:00.000,437.7430115,715.6749878,24.12000084,0
10:00.0, 31-Oct-2022 11:40:00.000,437.7430115,715.6749878,24.12000084,0
20:00.0, 31-Oct-2022 11:50:00.000,437.7420044,715.6500244,24.12000084,0
30:00.0, 31-Oct-2022 12:00:00.000,437.743988,715.7000122,24.12000084,0
40:00.0, 31-Oct-2022 12:10:00.000,437.743988,715.7000122,24.12000084,0
50:00.0, 31-Oct-2022 12:20:00.000,437.7449951,715.7249756,24.12000084,0
00:00.0, 31-Oct-2022 12:30:00.000,437.7470093,715.7750244,24.12000084,0
10:00.0, 31-Oct-2022 12:40:00.000,437.7489929,715.8250122,24.12000084,0
20:00.0, 31-Oct-2022 12:50:00.000,437.7539978,715.9249878,24.12000084,0
30:00.0, 31-Oct-2022 13:00:00.000,437.756012,716,24.12000084,0
40:00.0, 31-Oct-2022 13:10:00.000,437.7569885,716.0250244,24.12000084,0
50:00.0, 31-Oct-2022 13:20:00.000,437.7609863,716.0999756,24.12999916,0
00:00.0, 31-Oct-2022 13:30:00.000,437.7609863,716.125,24.12999916,0
10:00.0, 31-Oct-2022 13:40:00.000,437.7609863,716.125,24.12999916,0
20:00.0, 31-Oct-2022 13:50:00.000,437.7630005,716.1749878,24.12999916,0
30:00.0, 31-Oct-2022 14:00:00.000,437.7630005,716.1749878,24.12999916,0
40:00.0, 31-Oct-2022 14:10:00.000,437.7659912,716.25,24.12999916,0
50:00.0, 31-Oct-2022 14:20:00.000,437.7680054,716.2999878,24.12999916,0
00:00.0, 31-Oct-2022 14:30:00.000,437.7690125,716.3250122,24.12999916,0
10:00.0, 31-Oct-2022 14:40:00.000,437.7709961,716.375,24.12999916,0
20:00.0, 31-Oct-2022 14:50:00.000,437.7720032,716.4000244,24.12999916,0
30:00.0, 31-Oct-2022 15:00:00.000,437.7739868,716.4500122,24.12999916,0
40:00.0, 31-Oct-2022 15:10:00.000,437.7749939,716.4749756,24.12999916,0
50:00.0, 31-Oct-2022 15:20:00.000,437.776001,716.5250244,24.12999916,0
00:00.0, 31-Oct-2022 15:30:00.000,437.7780151,716.5250244,24.12999916,0
10:00.0, 31-Oct-2022 15:40:00.000,437.7799988,716.5999756,24.13999939,0
20:00.0, 31-Oct-2022 15:50:00.000,437.7810059,716.625,24.13999939,0
30:00.0, 31-Oct-2022 16:00:00.000,437.7829895,716.6749878,24.13999939,0
40:00.0, 31-Oct-2022 16:10:00.000,437.7850037,716.7249756,24.13999939,0
50:00.0, 31-Oct-2022 16:20:00.000,437.7850037,716.7249756,24.13999939,0
00:00.0, 31-Oct-2022 16:30:00.000,437.7869873,716.7750244,24.13999939,0
10:00.0, 31-Oct-2022 16:40:00.000,437.7890015,716.8250122,24.13999939,0
20:00.0, 31-Oct-2022 16:50:00.000,437.7900085,716.8499756,24.13999939,0
30:00.0, 31-Oct-2022 17:00:00.000,437.7940063,716.9500122,24.13999939,0
40:00.0, 31-Oct-2022 17:10:00.000,437.7969971,717.0250244,24.13999939,0
50:00.0, 31-Oct-2022 17:20:00.000,437.7980042,717.0250244,24.13999939,0
00:00.0, 31-Oct-2022 17:30:00.000,437.802002,717.1480103,24.14999962,0
10:00.0, 31-Oct-2022 17:40:00.000,437.802002,717.1480103,24.14999962,0
20:00.0, 31-Oct-2022 17:50:00.000,437.8059998,717.2199707,24.14999962,0
30:00.0, 31-Oct-2022 18:00:00.000,437.8080139,717.2919922,24.14999962,0
40:00.0, 31-Oct-2022 18:10:00.000,437.8099976,717.315979,24.14999962,0
50:00.0, 31-Oct-2022 18:20:00.000,437.8150024,717.460022,24.14999962,0
00:00.0, 31-Oct-2022 18:30:00.000,437.8160095,717.460022,24.14999962,0
10:00.0, 31-Oct-2022 18:40:00.000,437.8200073,717.5560303,24.14999962,0
20:00.0, 31-Oct-2022 18:50:00.000,437.8250122,717.7000122,24.15999985,0
30:00.0, 31-Oct-2022 19:00:00.000,437.8240051,717.6760254,24.15999985,0
40:00.0, 31-Oct-2022 19:10:00.000,437.8280029,717.7719727,24.15999985,0
50:00.0, 31-Oct-2022 19:20:00.000,437.8309937,717.8439941,24.15999985,0
00:00.0, 31-Oct-2022 19:30:00.000,437.8320007,717.8439941,24.15999985,0
10:00.0, 31-Oct-2022 19:40:00.000,437.8330078,717.8920288,24.15999985,0
20:00.0, 31-Oct-2022 19:50:00.000,437.8359985,717.9639893,24.15999985,0
30:00.0, 31-Oct-2022 20:00:00.000,437.8389893,718.0360107,24.15999985,0
40:00.0, 31-Oct-2022 20:10:00.000,437.8420105,718.1079712,24.17000008,0
50:00.0, 31-Oct-2022 20:20:00.000,437.8410034,718.0839844,24.17000008,0
00:00.0, 31-Oct-2022 20:30:00.000,437.8460083,718.1799927,24.17000008,0
10:00.0, 31-Oct-2022 20:40:00.000,437.8469849,718.2280273,24.17000008,0
20:00.0, 31-Oct-2022 20:50:00.000,437.8510132,718.3239746,24.17000008,0
30:00.0, 31-Oct-2022 21:00:00.000,437.855011,718.4199829,24.17000008,0
40:00.0, 31-Oct-2022 21:10:00.000,437.8569946,718.4680176,24.17000008,0
50:00.0, 31-Oct-2022 21:20:00.000,437.8619995,718.5880127,24.18000031,0
00:00.0, 31-Oct-2022 21:30:00.000,437.8670044,718.7080078,24.18000031,0
10:00.0, 31-Oct-2022 21:40:00.000,437.8699951,718.7800293,24.18000031,0
20:00.0, 31-Oct-2022 21:50:00.000,437.8729858,718.8519897,24.18000031,0
30:00.0, 31-Oct-2022 22:00:00.000,437.8770142,718.947998,24.18000031,0
40:00.0, 31-Oct-2022 22:10:00.000,437.8800049,719.0200195,24.19000053,0
50:00.0, 31-Oct-2022 22:20:00.000,437.8829956,719.09198,24.19000053,0
00:00.0, 31-Oct-2022 22:30:00.000,437.8890076,719.2360229,24.19000053,0
10:00.0, 31-Oct-2022 22:40:00.000,437.894989,719.3560181,24.19000053,0
20:00.0, 31-Oct-2022 22:50:00.000,437.901001,719.5250244,24.20000076,0
30:00.0, 31-Oct-2022 23:00:00.000,437.9070129,719.6500244,24.20000076,0
40:00.0, 31-Oct-2022 23:10:00.000,437.9110107,719.75,24.20000076,0
50:00.0, 31-Oct-2022 23:20:00.000,437.9169922,719.9249878,24.20000076,0
00:00.0, 31-Oct-2022 23:30:00.000,437.9179993,719.9500122,24.20000076,0
10:00.0, 31-Oct-2022 23:40:00.000,437.92099,720,24.20999908,0
20:00.0, 31-Oct-2022 23:50:00.000,437.9249878,720.0999756,24.20999908,0
30:00.0, 01-Nov-2022 00:00:00.000,437.928009,720.2000122,24.20999908,0
40:00.0, 01-Nov-2022 00:10:00.000,437.9320068,720.2999878,24.20999908,0
50:00.0, 01-Nov-2022 00:20:00.000,437.9360046,720.4000244,24.20999908,0
00:00.0, 01-Nov-2022 00:30:00.000,437.9400024,720.5,24.21999931,0
10:00.0, 01-Nov-2022 00:40:00.000,437.9450073,720.625,24.21999931,0
20:00.0, 01-Nov-2022 00:50:00.000,437.9490051,720.7249756,24.21999931,0
30:00.0, 01-Nov-2022 01:00:00.000,437.9530029,720.7999878,24.21999931,0
40:00.0, 01-Nov-2022 01:10:00.000,437.9580078,720.9249878,24.21999931,0
50:00.0, 01-Nov-2022 01:20:00.000,437.9630127,721.0750122,24.22999954,0
00:00.0, 01-Nov-2022 01:30:00.000,437.9660034,721.1500244,24.22999954,0
10:00.0, 01-Nov-2022 01:40:00.000,437.9719849,721.2999878,24.22999954,0
20:00.0, 01-Nov-2022 01:50:00.000,437.9769897,721.4000244,24.22999954,0
30:00.0, 01-Nov-2022 02:00:00.000,437.9819946,721.5499878,24.23999977,0
40:00.0, 01-Nov-2022 02:10:00.000,437.9899902,721.7249756,24.23999977,0
50:00.0, 01-Nov-2022 02:20:00.000,437.993988,721.8250122,24.23999977,0
00:00.0, 01-Nov-2022 02:30:00.000,438,721.9749756,24.23999977,0
10:00.0, 01-Nov-2022 02:40:00.000,438.0029907,722.0750122,24.25,0
20:00.0, 01-Nov-2022 02:50:00.000,438.0100098,722.2249756,24.25,0
30:00.0, 01-Nov-2022 03:00:00.000,438.0140076,722.3499756,24.25,0
40:00.0, 01-Nov-2022 03:10:00.000,438.0190125,722.4500122,24.25,0
50:00.0, 01-Nov-2022 03:20:00.000,438.0239868,722.5999756,24.26000023,0
00:00.0, 01-Nov-2022 03:30:00.000,438.0270081,722.6749878,24.26000023,0
10:00.0, 01-Nov-2022 03:40:00.000,438.0329895,722.8250122,24.26000023,0
20:00.0, 01-Nov-2022 03:50:00.000,438.0369873,722.9249878,24.26000023,0
30:00.0, 01-Nov-2022 04:00:00.000,438.0400085,723,24.27000046,159.3000031
40:00.0, 01-Nov-2022 04:10:00.000,438.0400085,723,24.27000046,159.5
50:00.0, 01-Nov-2022 04:20:00.000,438.0450134,723.0999756,24.27000046,159.8999939
00:00.0, 01-Nov-2022 04:30:00.000,438.0429993,723.0999756,24.27000046,160.1999969
10:00.0, 01-Nov-2022 04:40:00.000,438.0409851,723.0250244,24.27000046,160.1000061
20:00.0, 01-Nov-2022 04:50:00.000,438.0369873,722.9249878,24.26000023,160
30:00.0, 01-Nov-2022 05:00:00.000,438.0320129,722.7999878,24.26000023,160
40:00.0, 01-Nov-2022 05:10:00.000,438.0320129,722.8250122,24.26000023,160.3000031
50:00.0, 01-Nov-2022 05:20:00.000,438.0270081,722.6749878,24.26000023,160
00:00.0, 01-Nov-2022 05:30:00.000,438.0249939,722.6500244,24.26000023,160.3999939
10:00.0, 01-Nov-2022 05:40:00.000,438.026001,722.6749878,24.26000023,160.8000031
20:00.0, 01-Nov-2022 05:50:00.000,438.0220032,722.5499878,24.26000023,160.8000031
30:00.0, 01-Nov-2022 06:00:00.000,438.0209961,722.5250244,24.26000023,161
40:00.0, 01-Nov-2022 06:10:00.000,438.0190125,722.4749756,24.25,161
50:00.0, 01-Nov-2022 06:20:00.000,438.0150146,722.375,24.25,161
00:00.0, 01-Nov-2022 06:30:00.000,438.006012,722.1500244,24.25,160.6000061
10:00.0, 01-Nov-2022 06:40:00.000,438.0010071,722.0250244,24.25,160.6000061
20:00.0, 01-Nov-2022 06:50:00.000,437.9979858,721.9500122,24.23999977,160.8000031
30:00.0, 01-Nov-2022 07:00:00.000,437.9920044,721.7999878,24.23999977,160.8000031
40:00.0, 01-Nov-2022 07:10:00.000,437.9920044,721.7999878,24.23999977,161.1999969
50:00.0, 01-Nov-2022 07:20:00.000,437.9899902,721.75,24.23999977,161.3999939
00:00.0, 01-Nov-2022 07:30:00.000,437.9869995,721.6749878,24.23999977,161.6000061
10:00.0, 01-Nov-2022 07:40:00.000,437.9819946,721.5750122,24.23999977,161.6999969
20:00.0, 01-Nov-2022 07:50:00.000,437.9779968,721.4500122,24.22999954,162.1000061
30:00.0, 01-Nov-2022 08:00:00.000,437.9779968,721.4249878,24.22999954,0
40:00.0, 01-Nov-2022 08:10:00.000,437.9729919,721.3250122,24.22999954,0
50:00.0, 01-Nov-2022 08:20:00.000,437.9679871,721.2000122,24.22999954,0
00:00.0, 01-Nov-2022 08:30:00.000,437.9729919,721.3250122,24.22999954,0
10:00.0, 01-Nov-2022 08:40:00.000,437.9729919,721.3250122,24.22999954,0
20:00.0, 01-Nov-2022 08:50:00.000,437.9700012,721.2750244,24.22999954,0
30:00.0, 01-Nov-2022 09:00:00.000,437.9719849,721.3250122,24.22999954,0
40:00.0, 01-Nov-2022 09:10:00.000,437.9700012,721.25,24.22999954,0
50:00.0, 01-Nov-2022 09:20:00.000,437.9689941,721.2249756,24.22999954,0
00:00.0, 01-Nov-2022 09:30:00.000,437.9670105,721.1749878,24.22999954,0
10:00.0, 01-Nov-2022 09:40:00.000,437.9679871,721.1749878,24.22999954,0
20:00.0, 01-Nov-2022 09:50:00.000,437.9679871,721.2000122,24.22999954,0
30:00.0, 01-Nov-2022 10:00:00.000,437.9620056,721.0499878,24.22999954,0
40:00.0, 01-Nov-2022 10:10:00.000,437.9660034,721.1500244,24.22999954,0
50:00.0, 01-Nov-2022 10:20:00.000,437.9660034,721.1500244,24.22999954,0
00:00.0, 01-Nov-2022 10:30:00.000,437.9620056,721.0499878,24.22999954,0
10:00.0, 01-Nov-2022 10:40:00.000,437.9679871,721.1749878,24.22999954,0
20:00.0, 01-Nov-2022 10:50:00.000,437.9660034,721.1500244,24.22999954,0
30:00.0, 01-Nov-2022 11:00:00.000,437.9649963,721.0999756,24.22999954,0
40:00.0, 01-Nov-2022 11:10:00.000,437.9660034,721.1500244,24.22999954,0
50:00.0, 01-Nov-2022 11:20:00.000,437.9630127,721.0750122,24.22999954,0
00:00.0, 01-Nov-2022 11:30:00.000,437.9649963,721.125,24.22999954,0
10:00.0, 01-Nov-2022 11:40:00.000,437.9649963,721.125,24.22999954,0
20:00.0, 01-Nov-2022 11:50:00.000,437.9620056,721.0499878,24.22999954,0
30:00.0, 01-Nov-2022 12:00:00.000,437.9639893,721.0999756,24.22999954,0
40:00.0, 01-Nov-2022 12:10:00.000,437.9639893,721.0999756,24.22999954,0
50:00.0, 01-Nov-2022 12:20:00.000,437.9639893,721.0999756,24.22999954,0
00:00.0, 01-Nov-2022 12:30:00.000,437.9639893,721.125,24.22999954,0
10:00.0, 01-Nov-2022 12:40:00.000,437.9639893,721.0999756,24.22999954,0
20:00.0, 01-Nov-2022 12:50:00.000,437.9639893,721.0999756,24.22999954,0
30:00.0, 01-Nov-2022 13:00:00.000,437.9630127,721.0750122,24.22999954,0
40:00.0, 01-Nov-2022 13:10:00.000,437.9620056,721.0499878,24.22999954,0
50:00.0, 01-Nov-2022 13:20:00.000,437.9630127,721.0750122,24.22999954,0
00:00.0, 01-Nov-2022 13:30:00.000,437.9630127,721.0750122,24.22999954,0
10:00.0, 01-Nov-2022 13:40:00.000,437.9609985,721.0250244,24.22999954,0
20:00.0, 01-Nov-2022 13:50:00.000,437.9630127,721.0750122,24.22999954,0
30:00.0, 01-Nov-2022 14:00:00.000,437.9660034,721.1500244,24.22999954,0
40:00.0, 01-Nov-2022 14:10:00.000,437.9660034,721.1500244,24.22999954,0
50:00.0, 01-Nov-2022 14:20:00.000,437.9679871,721.2000122,24.22999954,0
00:00.0, 01-Nov-2022 14:30:00.000,437.9639893,721.0999756,24.22999954,0
10:00.0, 01-Nov-2022 14:40:00.000,437.9620056,721.0499878,24.22999954,0
20:00.0, 01-Nov-2022 14:50:00.000,437.9639893,721.0999756,24.22999954,0
30:00.0, 01-Nov-2022 15:00:00.000,437.9599915,721,24.22999954,0
40:00.0, 01-Nov-2022 15:10:00.000,437.9620056,721.0499878,24.22999954,0
50:00.0, 01-Nov-2022 15:20:00.000,437.9620056,721.0499878,24.22999954,0
00:00.0, 01-Nov-2022 15:30:00.000,437.9590149,721,24.22999954,0
10:00.0, 01-Nov-2022 15:40:00.000,437.9620056,721.0499878,24.22999954,0
20:00.0, 01-Nov-2022 15:50:00.000,437.9620056,721.0750122,24.22999954,0
30:00.0, 01-Nov-2022 16:00:00.000,437.9620056,721.0499878,24.22999954,0
40:00.0, 01-Nov-2022 16:10:00.000,437.9639893,721.0999756,24.22999954,0
50:00.0, 01-Nov-2022 16:20:00.000,437.9599915,721,24.22999954,0
00:00.0, 01-Nov-2022 16:30:00.000,437.9630127,721.0499878,24.22999954,0
10:00.0, 01-Nov-2022 16:40:00.000,437.9670105,721.1749878,24.22999954,0
20:00.0, 01-Nov-2022 16:50:00.000,437.9649963,721.125,24.22999954,0
30:00.0, 01-Nov-2022 17:00:00.000,437.9689941,721.2249756,24.22999954,0
40:00.0, 01-Nov-2022 17:10:00.000,437.9689941,721.2249756,24.22999954,0
50:00.0, 01-Nov-2022 17:20:00.000,437.9670105,721.1749878,24.22999954,0
00:00.0, 01-Nov-2022 17:30:00.000,437.9729919,721.2999878,24.22999954,0
10:00.0, 01-Nov-2022 17:40:00.000,437.9729919,721.3250122,24.22999954,0
20:00.0, 01-Nov-2022 17:50:00.000,437.9779968,721.4500122,24.22999954,0
30:00.0, 01-Nov-2022 18:00:00.000,437.9830017,721.5750122,24.23999977,0
40:00.0, 01-Nov-2022 18:10:00.000,437.9869995,721.6749878,24.23999977,0
50:00.0, 01-Nov-2022 18:20:00.000,438.0020142,722.0250244,24.25,0
00:00.0, 01-Nov-2022 18:30:00.000,438.0130005,722.2999878,24.25,0
10:00.0, 01-Nov-2022 18:40:00.000,438.0150146,722.3499756,24.25,0
20:00.0, 01-Nov-2022 18:50:00.000,438.0209961,722.5250244,24.26000023,0
30:00.0, 01-Nov-2022 19:00:00.000,438.0169983,722.4249878,24.25,0
40:00.0, 01-Nov-2022 19:10:00.000,438.0180054,722.4249878,24.25,0
50:00.0, 01-Nov-2022 19:20:00.000,438.0220032,722.5499878,24.26000023,0
00:00.0, 01-Nov-2022 19:30:00.000,438.0249939,722.625,24.26000023,0
10:00.0, 01-Nov-2022 19:40:00.000,438.0360107,722.875,24.26000023,0
20:00.0, 01-Nov-2022 19:50:00.000,438.0419922,723.0499878,24.27000046,159.5
30:00.0, 01-Nov-2022 20:00:00.000,438.0400085,723,24.27000046,159.6999969
40:00.0, 01-Nov-2022 20:10:00.000,438.0419922,723.0499878,24.27000046,160.1000061
50:00.0, 01-Nov-2022 20:20:00.000,438.0390015,722.9749756,24.26000023,160.1999969
00:00.0, 01-Nov-2022 20:30:00.000,438.0320129,722.7999878,24.26000023,159.8999939
10:00.0, 01-Nov-2022 20:40:00.000,438.0310059,722.7750244,24.26000023,160.1999969
20:00.0, 01-Nov-2022 20:50:00.000,438.0329895,722.8250122,24.26000023,160.6000061
30:00.0, 01-Nov-2022 21:00:00.000,438.0409851,723.0250244,24.27000046,161.3999939
40:00.0, 01-Nov-2022 21:10:00.000,438.0469971,723.1749878,24.27000046,162.1999969
50:00.0, 01-Nov-2022 21:20:00.000,438.0480042,723.2000122,24.27000046,162.5
00:00.0, 01-Nov-2022 21:30:00.000,438.052002,723.2999878,24.27000046,163.1000061
10:00.0, 01-Nov-2022 21:40:00.000,438.0509949,723.2999878,24.27000046,163.1999969
20:00.0, 01-Nov-2022 21:50:00.000,438.0469971,723.1749878,24.27000046,163.1999969
30:00.0, 01-Nov-2022 22:00:00.000,438.0469971,723.1749878,24.27000046,163.5
40:00.0, 01-Nov-2022 22:10:00.000,438.0480042,723.2000122,24.27000046,163.6000061
50:00.0, 01-Nov-2022 22:20:00.000,438.0490112,723.2249756,24.27000046,164.1999969
00:00.0, 01-Nov-2022 22:30:00.000,438.053009,723.3250122,24.27000046,164.6000061
10:00.0, 01-Nov-2022 22:40:00.000,438.0559998,723.4000244,24.27000046,165.1000061
20:00.0, 01-Nov-2022 22:50:00.000,438.0570068,723.4249878,24.27000046,165.3999939
30:00.0, 01-Nov-2022 23:00:00.000,438.0570068,723.4249878,24.27000046,165.6000061
40:00.0, 01-Nov-2022 23:10:00.000,438.0509949,723.2750244,24.27000046,165.5
50:00.0, 01-Nov-2022 23:20:00.000,438.0450134,723.125,24.27000046,165.5
00:00.0, 01-Nov-2022 23:30:00.000,438.0429993,723.0750122,24.27000046,165.6000061
10:00.0, 01-Nov-2022 23:40:00.000,438.0400085,723,24.27000046,165.8000031
20:00.0, 01-Nov-2022 23:50:00.000,438.0379944,722.9500122,24.26000023,165.6999969
30:00.0, 02-Nov-2022 00:00:00.000,438.0440063,723.0999756,24.27000046,161.8999939
40:00.0, 02-Nov-2022 00:10:00.000,438.0429993,723.0750122,24.27000046,162.1999969
50:00.0, 02-Nov-2022 00:20:00.000,438.0409851,723.0250244,24.27000046,162.3999939
00:00.0, 02-Nov-2022 00:30:00.000,438.0409851,723.0499878,24.27000046,162.8999939
10:00.0, 02-Nov-2022 00:40:00.000,438.0360107,722.9000244,24.26000023,162.5
20:00.0, 02-Nov-2022 00:50:00.000,438.0360107,722.9000244,24.26000023,162.8999939
30:00.0, 02-Nov-2022 01:00:00.000,438.0409851,723.0250244,24.27000046,163.5
40:00.0, 02-Nov-2022 01:10:00.000,438.0409851,723.0250244,24.27000046,163.8000031
50:00.0, 02-Nov-2022 01:20:00.000,438.0429993,723.0750122,24.27000046,164
00:00.0, 02-Nov-2022 01:30:00.000,438.0480042,723.2000122,24.27000046,164.8999939
10:00.0, 02-Nov-2022 01:40:00.000,438.04599,723.1500244,24.27000046,164.8999939
20:00.0, 02-Nov-2022 01:50:00.000,438.0429993,723.0750122,24.27000046,165.1999969
30:00.0, 02-Nov-2022 02:00:00.000,438.0450134,723.125,24.27000046,165.6000061
40:00.0, 02-Nov-2022 02:10:00.000,438.0429993,723.0750122,24.27000046,165.6999969
50:00.0, 02-Nov-2022 02:20:00.000,438.0440063,723.0750122,24.27000046,166.1999969
00:00.0, 02-Nov-2022 02:30:00.000,438.0450134,723.125,24.27000046,166.3000031
10:00.0, 02-Nov-2022 02:40:00.000,438.04599,723.1500244,24.27000046,166.8000031
20:00.0, 02-Nov-2022 02:50:00.000,438.0480042,723.2000122,24.27000046,167.1999969
30:00.0, 02-Nov-2022 03:00:00.000,438.0440063,723.125,24.27000046,167.1999969
